unique_id,task_id,timestamp,mouse_X,mouse_Y,center_X,center_Y,diameter,occlusion_square_id
641802,3765,6345,392.5,349.062,360,320,40,99
641803,3765,6462,276.5,343.062,240,320,40,69
641804,3765,6578,396.5,312.062,360,280,40,98
641805,3765,6695,230.5,312.062,200,280,40,58
641806,3765,6729,112.5,314.062,80,280,40,28
641807,3765,6845,358.5,281.062,320,280,40,88
641808,3765,7229,166.5,328.062,160,320,40,49
641809,3765,7245,135.5,332.062,120,320,40,39
641810,3765,8228,388.5,360.062,360,360,40,100
641811,3765,8713,105.5,243.062,80,240,40,27
641812,3765,8762,390.5,219.062,360,200,40,96
641813,3765,8862,250.5,249.062,240,240,40,67
641814,3765,8878,148.5,259.062,120,240,40,37
641815,3765,9046,293.5,257.062,280,240,40,77
641816,3765,9062,328.5,257.062,320,240,40,87
641817,3765,9296,397.5,267.062,360,240,40,97
641818,3765,9613,380.5,189.062,360,160,40,95
641819,3765,10162,328.5,58.0625,320,40,40,82
641820,3765,10298,218.5,25.0625,200,0,40,51
641821,3766,30,189.818,148.21,180,140,20,188
641822,3766,106,189.818,139.21,180,120,20,187
641823,3766,207,201.818,124.21,200,120,20,207
641824,3766,305,221.818,123.21,220,120,20,227
641825,3766,339,230.818,142.21,220,140,20,228
641826,3766,372,230.818,163.21,220,160,20,229
641827,3766,389,215.818,177.21,200,160,20,209
641828,3766,409,196.818,187.21,180,180,20,190
641829,3766,441,163.818,191.21,160,180,20,170
641830,3766,455,142.818,189.21,140,180,20,150
641831,3766,473,128.818,179.21,120,160,20,129
641832,3766,489,117.818,168.21,100,160,20,109
641833,3766,506,104.818,151.21,100,140,20,108
641834,3766,522,96.8182,138.21,80,120,20,87
641835,3766,555,91.8182,113.21,80,100,20,86
641836,3766,572,92.8182,91.2102,80,80,20,85
641837,3766,589,102.818,67.2102,100,60,20,104
641838,3766,606,111.818,54.2102,100,40,20,103
641839,3766,640,127.818,52.2102,120,40,20,123
641840,3766,656,140.818,59.2102,140,40,20,143
641841,3766,673,162.818,85.2102,160,80,20,165
641842,3766,689,173.818,121.21,160,120,20,167
641843,3766,707,175.818,178.21,160,160,20,169
641844,3766,723,153.818,244.21,140,240,20,153
641845,3766,739,120.818,289.21,120,280,20,135
641846,3766,756,100.818,306.21,100,300,20,116
641847,3766,775,85.8182,310.21,80,300,20,96
641848,3766,790,74.8182,310.21,60,300,20,76
641849,3766,840,61.8182,299.21,60,280,20,75
641850,3766,856,55.8182,277.21,40,260,20,54
641851,3766,873,54.8182,235.21,40,220,20,52
641852,3766,890,61.8182,209.21,60,200,20,71
641853,3766,906,77.8182,191.21,60,180,20,70
641854,3766,923,97.8182,178.21,80,160,20,89
641855,3766,956,149.818,168.21,140,160,20,149
641856,3766,973,182.818,170.21,180,160,20,189
641857,3766,989,217.818,186.21,200,180,20,210
641858,3766,1006,246.818,209.21,240,200,20,251
641859,3766,1023,265.818,238.21,260,220,20,272
641860,3766,1039,264.818,277.21,260,260,20,274
641861,3766,1055,237.818,307.21,220,300,20,236
641862,3766,1072,211.818,315.21,200,300,20,216
641863,3766,1090,189.818,315.21,180,300,20,196
641864,3766,1106,167.818,315.21,160,300,20,176
641865,3766,1122,147.818,308.21,140,300,20,156
641866,3766,1172,135.818,262.21,120,260,20,134
641867,3766,1189,147.818,219.21,140,200,20,151
641868,3766,1223,201.818,145.21,200,140,20,208
641869,3766,1255,261.818,118.21,260,100,20,266
641870,3766,1272,271.818,124.21,260,120,20,267
641871,3766,1289,281.818,135.21,280,120,20,287
641872,3766,1305,283.818,145.21,280,140,20,288
641873,3766,1322,286.818,160.21,280,160,20,289
641874,3766,1355,284.818,180.21,280,180,20,290
641875,3766,1922,199.818,259.21,180,240,20,193
641876,3766,1988,221.818,226.21,220,220,20,232
641877,3766,2022,271.818,179.21,260,160,20,269
641878,3766,2055,321.818,169.21,320,160,20,329
641879,3766,2088,339.818,201.21,320,200,20,331
641880,3766,2105,340.818,219.21,340,200,20,351
641881,3766,2122,338.818,238.21,320,220,20,332
641882,3766,2139,328.818,254.21,320,240,20,333
641883,3766,2156,319.818,261.21,300,260,20,314
641884,3766,2206,241.818,256.21,240,240,20,253
641885,3766,2239,162.818,229.21,160,220,20,172
641886,3766,2255,148.818,222.21,140,220,20,152
641887,3766,2687,177.818,243.21,160,240,20,173
641888,3766,2755,162.818,218.21,160,200,20,171
641889,3766,2821,184.818,113.21,180,100,20,186
641890,3766,2838,200.818,98.2102,200,80,20,205
641891,3766,2871,241.818,89.2102,240,80,20,245
641892,3766,2888,258.818,104.21,240,100,20,246
641893,3766,2938,307.818,228.21,300,220,20,312
641894,3766,2954,307.818,256.21,300,240,20,313
641895,3766,2988,292.818,283.21,280,280,20,295
641896,3766,3022,271.818,288.21,260,280,20,275
641897,3766,3039,251.818,287.21,240,280,20,255
641898,3766,3055,215.818,273.21,200,260,20,214
641899,3766,3071,197.818,261.21,180,260,20,194
641900,3766,3272,306.818,174.21,300,160,20,309
641901,3766,3289,305.818,205.21,300,200,20,311
641902,3766,3306,282.818,246.21,280,240,20,293
641903,3766,3322,237.818,286.21,220,280,20,235
641904,3766,3355,126.818,318.21,120,300,20,136
641905,3766,3389,9.81821,286.21,0,280,20,15
641906,3766,3489,0.818207,142.21,0,140,20,8
641907,3766,3505,40.8182,130.21,40,120,20,47
641908,3766,3589,220.818,199.21,220,180,20,230
641909,3766,3605,205.818,223.21,200,220,20,212
641910,3766,3639,141.818,262.21,140,260,20,154
641911,3766,3656,107.818,269.21,100,260,20,114
641912,3766,3673,60.8182,269.21,60,260,20,74
641913,3766,3738,41.8182,257.21,40,240,20,53
641914,3766,3771,68.8182,235.21,60,220,20,72
641915,3766,3788,99.8182,228.21,80,220,20,92
641916,3766,3805,118.818,228.21,100,220,20,112
641917,3766,3821,122.818,230.21,120,220,20,132
641918,3766,3871,87.8182,283.21,80,280,20,95
641919,3766,3888,46.8182,301.21,40,300,20,56
641920,3766,3905,30.8182,304.21,20,300,20,36
641921,3766,3955,26.8182,289.21,20,280,20,35
641922,3766,3988,118.818,188.21,100,180,20,110
641923,3766,4021,301.818,114.21,300,100,20,306
641924,3766,4038,363.818,110.21,360,100,20,366
641925,3766,4055,394.818,122.21,380,120,20,387
641926,3766,4105,392.818,188.21,380,180,20,390
641927,3766,4121,360.818,205.21,360,200,20,371
641928,3766,4154,243.818,231.21,240,220,20,252
641929,3766,4171,189.818,231.21,180,220,20,192
641930,3766,4221,133.818,213.21,120,200,20,131
641931,3766,4239,128.818,194.21,120,180,20,130
641932,3766,4271,132.818,152.21,120,140,20,128
641933,3766,4288,146.818,145.21,140,140,20,148
641934,3766,4338,246.818,139.21,240,120,20,247
641935,3766,4355,251.818,146.21,240,140,20,248
641936,3766,4406,185.818,219.21,180,200,20,191
641937,3766,4456,104.818,240.21,100,240,20,113
641938,3766,4505,108.818,208.21,100,200,20,111
641939,3766,4555,222.818,99.2102,220,80,20,225
641940,3766,4623,252.818,196.21,240,180,20,250
641941,3766,4656,220.818,257.21,220,240,20,233
641942,3766,4705,208.818,259.21,200,240,20,213
641943,3766,4788,260.818,75.2102,260,60,20,264
641944,3766,4871,254.818,169.21,240,160,20,249
641945,3766,4905,231.818,211.21,220,200,20,231
641946,3766,5021,224.818,116.21,220,100,20,226
641947,3766,5138,177.818,267.21,160,260,20,174
641948,3766,5255,192.818,97.2102,180,80,20,185
641949,3766,5771,211.818,216.21,200,200,20,211
641950,3766,6304,158.818,134.21,140,120,20,147
641951,3767,1374,125.5,233.062,125,230,5,2047
641952,3767,1392,130.5,230.062,130,230,5,2127
641953,3767,1407,138.5,224.062,135,220,5,2205
641954,3767,1426,154.5,219.062,150,215,5,2444
641955,3767,1441,179.5,218.062,175,215,5,2844
641956,3767,1457,200.5,218.062,200,215,5,3244
641957,3767,1473,214.5,218.062,210,215,5,3404
641958,3767,1490,218.5,220.062,215,220,5,3485
641959,3767,1525,219.5,228.062,215,225,5,3486
641960,3767,1540,219.5,239.062,215,235,5,3488
641961,3767,1557,218.5,250.062,215,250,5,3491
641962,3767,1574,210.5,255.062,210,255,5,3412
641963,3767,1590,194.5,257.062,190,255,5,3092
641964,3767,1607,171.5,251.062,170,250,5,2771
641965,3767,1623,134.5,225.062,130,225,5,2126
641966,3767,1640,107.5,190.062,105,190,5,1719
641967,3767,1657,93.5,148.062,90,145,5,1470
641968,3767,1673,92.5,117.062,90,115,5,1464
641969,3767,1690,98.5,97.0625,95,95,5,1540
641970,3767,1707,122.5,87.0625,120,85,5,1938
641971,3767,1724,163.5,82.0625,160,80,5,2577
641972,3767,1741,199.5,83.0625,195,80,5,3137
641973,3767,1757,217.5,94.0625,215,90,5,3459
641974,3767,1773,230.5,119.062,230,115,5,3704
641975,3767,1790,230.5,150.062,230,150,5,3711
641976,3767,1807,230.5,181.062,230,180,5,3717
641977,3767,1824,222.5,206.062,220,205,5,3562
641978,3767,1840,210.5,221.062,210,220,5,3405
641979,3767,1857,198.5,229.062,195,225,5,3166
641980,3767,1874,184.5,229.062,180,225,5,2926
641981,3767,1890,168.5,220.062,165,220,5,2685
641982,3767,1907,152.5,197.062,150,195,5,2440
641983,3767,1924,142.5,174.062,140,170,5,2275
641984,3767,1941,141.5,153.062,140,150,5,2271
641985,3767,1957,145.5,133.062,145,130,5,2347
641986,3767,1977,159.5,127.062,155,125,5,2506
641987,3767,1991,186.5,125.062,185,125,5,2986
641988,3767,2007,210.5,130.062,210,130,5,3387
641989,3767,2040,242.5,179.062,240,175,5,3876
641990,3767,2057,245.5,206.062,245,205,5,3962
641991,3767,2307,263.5,239.062,260,235,5,4208
641992,3767,2324,260.5,269.062,260,265,5,4214
641993,3767,2341,244.5,307.062,240,305,5,3902
641994,3767,2357,221.5,332.062,220,330,5,3587
641995,3767,2374,203.5,333.062,200,330,5,3267
641996,3767,2390,185.5,328.062,185,325,5,3026
641997,3767,2409,165.5,307.062,165,305,5,2702
641998,3767,2424,151.5,275.062,150,275,5,2456
641999,3767,2441,144.5,233.062,140,230,5,2287
642000,3767,2457,144.5,207.062,140,205,5,2282
642001,3767,2474,150.5,191.062,150,190,5,2439
642002,3767,2490,166.5,179.062,165,175,5,2676
642003,3767,2507,188.5,177.062,185,175,5,2996
642004,3767,2525,199.5,177.062,195,175,5,3156
642005,3767,2541,207.5,188.062,205,185,5,3318
642006,3767,2557,208.5,224.062,205,220,5,3325
642007,3767,2574,208.5,251.062,205,250,5,3331
642008,3767,2591,201.5,272.062,200,270,5,3255
642009,3767,2608,191.5,284.062,190,280,5,3097
642010,3767,2624,173.5,288.062,170,285,5,2778
642011,3767,2641,145.5,284.062,145,280,5,2377
642012,3767,2657,95.5,246.062,95,245,5,1570
642013,3767,2674,57.5,204.062,55,200,5,921
642014,3767,2691,41.5,162.062,40,160,5,673
642015,3767,2707,39.5,134.062,35,130,5,587
642016,3767,2724,55.5,120.062,55,120,5,905
642017,3767,2741,84.5,115.062,80,115,5,1304
642018,3767,2757,175.5,130.062,175,130,5,2827
642019,3767,2774,220.5,165.062,220,165,5,3554
642020,3767,2791,236.5,198.062,235,195,5,3800
642021,3767,2807,236.5,226.062,235,225,5,3806
642022,3767,2824,226.5,260.062,225,260,5,3653
642023,3767,2842,205.5,291.062,205,290,5,3339
642024,3767,2858,186.5,302.062,185,300,5,3021
642025,3767,2875,160.5,304.062,160,300,5,2621
642026,3767,2892,134.5,296.062,130,295,5,2140
642027,3767,2909,114.5,272.062,110,270,5,1815
642028,3767,2925,104.5,241.062,100,240,5,1649
642029,3767,2941,102.5,204.062,100,200,5,1641
642030,3767,2958,117.5,180.062,115,180,5,1877
642031,3767,2991,189.5,174.062,185,170,5,2995
642032,3767,3008,227.5,198.062,225,195,5,3640
642033,3767,3025,246.5,224.062,245,220,5,3965
642034,3767,3041,254.5,262.062,250,260,5,4053
642035,3767,3058,254.5,295.062,250,295,5,4060
642036,3767,3074,243.5,320.062,240,320,5,3905
642037,3767,3091,224.5,335.062,220,335,5,3588
642038,3767,3108,204.5,336.062,200,335,5,3268
642039,3767,3126,182.5,327.062,180,325,5,2946
642040,3767,3141,159.5,300.062,155,300,5,2541
642041,3767,3158,140.5,227.062,140,225,5,2286
642042,3767,3174,142.5,177.062,140,175,5,2276
642043,3767,3191,168.5,146.062,165,145,5,2670
642044,3767,3274,275.5,189.062,275,185,5,4438
642045,3767,3291,271.5,225.062,270,225,5,4366
642046,3767,3308,259.5,251.062,255,250,5,4131
642047,3767,3325,248.5,262.062,245,260,5,3973
642048,3767,3341,240.5,263.062,240,260,5,3893
642049,3767,3357,222.5,256.062,220,255,5,3572
642050,3767,3374,210.5,236.062,210,235,5,3408
642051,3767,3391,201.5,210.062,200,210,5,3243
642052,3767,3407,199.5,188.062,195,185,5,3158
642053,3767,3424,199.5,174.062,195,170,5,3155
642054,3767,3441,203.5,164.062,200,160,5,3233
642055,3767,3457,205.5,163.062,205,160,5,3313
642056,3767,3508,207.5,167.062,205,165,5,3314
642057,3767,3541,203.5,208.062,200,205,5,3242
642058,3767,3557,185.5,232.062,185,230,5,3007
642059,3767,3574,172.5,238.062,170,235,5,2768
642060,3767,3592,162.5,238.062,160,235,5,2608
642061,3767,3611,154.5,234.062,150,230,5,2447
642062,3767,3625,148.5,223.062,145,220,5,2365
642063,3767,3641,146.5,207.062,145,205,5,2362
642064,3767,3657,146.5,189.062,145,185,5,2358
642065,3767,3674,151.5,180.062,150,180,5,2437
642066,3767,3691,161.5,175.062,160,175,5,2596
642067,3767,3708,179.5,175.062,175,175,5,2836
642068,3767,3741,208.5,201.062,205,200,5,3321
642069,3767,3791,218.5,247.062,215,245,5,3490
642070,3767,3807,214.5,254.062,210,250,5,3411
642071,3767,3824,209.5,255.062,205,255,5,3332
642072,3767,3841,203.5,255.062,200,255,5,3252
642073,3767,3857,193.5,251.062,190,250,5,3091
642074,3767,3874,183.5,239.062,180,235,5,2928
642075,3767,3891,175.5,222.062,175,220,5,2845
642076,3767,3908,175.5,209.062,175,205,5,2842
642077,3767,3925,185.5,197.062,185,195,5,3000
642078,3767,3941,203.5,193.062,200,190,5,3239
642079,3767,3975,232.5,210.062,230,210,5,3723
642080,3767,4008,236.5,245.062,235,245,5,3810
642081,3767,4025,233.5,264.062,230,260,5,3733
642082,3767,4041,221.5,279.062,220,275,5,3576
642083,3767,4058,205.5,287.062,205,285,5,3338
642084,3767,4074,189.5,288.062,185,285,5,3018
642085,3767,4091,170.5,283.062,170,280,5,2777
642086,3767,4108,157.5,269.062,155,265,5,2534
642087,3767,4125,152.5,249.062,150,245,5,2450
642088,3767,4175,194.5,224.062,190,220,5,3085
642089,3767,4208,224.5,249.062,220,245,5,3570
642090,3767,4241,229.5,279.062,225,275,5,3656
642091,3767,4258,227.5,289.062,225,285,5,3658
642092,3767,4275,220.5,298.062,220,295,5,3580
642093,3767,4291,212.5,300.062,210,300,5,3421
642094,3767,4308,197.5,299.062,195,295,5,3180
642095,3767,4325,176.5,285.062,175,285,5,2858
642096,3767,4341,164.5,270.062,160,270,5,2615
642097,3767,4358,161.5,245.062,160,245,5,2610
642098,3767,4375,177.5,234.062,175,230,5,2847
642099,3767,4391,217.5,230.062,215,230,5,3487
642100,3767,4408,269.5,239.062,265,235,5,4288
642101,3767,4425,299.5,257.062,295,255,5,4772
642102,3767,4441,306.5,271.062,305,270,5,4935
642103,3767,4458,307.5,281.062,305,280,5,4937
642104,3767,4477,295.5,301.062,295,300,5,4781
642105,3767,4491,286.5,308.062,285,305,5,4622
642106,3767,4508,256.5,316.062,255,315,5,4144
642107,3767,4525,207.5,316.062,205,315,5,3344
642108,3767,4541,88.5,270.062,85,270,5,1415
642109,3767,4557,40.5,233.062,40,230,5,687
642110,3767,4574,32.5,215.062,30,215,5,524
642111,3767,4591,32.5,203.062,30,200,5,521
642112,3767,4608,52.5,194.062,50,190,5,839
642113,3767,4624,82.5,194.062,80,190,5,1319
642114,3767,4641,124.5,202.062,120,200,5,1961
