unique_id,task_id,timestamp,mouse_X,mouse_Y,center_X,center_Y,diameter,occlusion_square_id
851925,4939,15526,219.5,203.359,215,200,5,3481
851926,4939,15575,253.5,148.359,250,145,5,4030
851927,4939,15592,253.5,141.359,250,140,5,4029
851928,4939,15609,251.5,138.359,250,135,5,4028
851929,4939,15626,249.5,137.359,245,135,5,3948
851930,4939,15676,166.5,169.359,165,165,5,2674
851931,4939,15692,141.5,200.359,140,200,5,2281
851932,4939,15709,133.5,220.359,130,220,5,2125
851933,4939,15726,132.5,231.359,130,230,5,2127
851934,4939,15743,132.5,235.359,130,235,5,2128
851935,4939,15759,136.5,238.359,135,235,5,2208
851936,4939,15776,148.5,238.359,145,235,5,2368
851937,4939,15792,174.5,231.359,170,230,5,2767
851938,4939,15826,224.5,202.359,220,200,5,3561
851939,4939,15843,229.5,195.359,225,195,5,3640
851940,4939,15859,231.5,189.359,230,185,5,3718
851941,4939,15893,231.5,181.359,230,180,5,3717
851942,4939,15943,187.5,182.359,185,180,5,2997
851943,4939,15976,150.5,217.359,150,215,5,2444
851944,4939,15993,145.5,227.359,145,225,5,2366
851945,4939,16009,144.5,229.359,140,225,5,2286
851946,4939,16076,182.5,215.359,180,215,5,2924
851947,4939,16126,287.5,165.359,285,165,5,4594
851948,4939,16193,281.5,164.359,280,160,5,4513
851949,4939,16226,162.5,229.359,160,225,5,2606
851950,4939,16243,138.5,245.359,135,245,5,2210
851951,4939,16327,166.5,234.359,165,230,5,2687
851952,4939,16344,210.5,213.359,210,210,5,3403
851953,4939,16361,226.5,202.359,225,200,5,3641
851954,4939,16377,231.5,197.359,230,195,5,3720
851955,4939,16460,212.5,204.359,210,200,5,3401
851956,4939,16494,148.5,250.359,145,250,5,2371
851957,4939,16561,159.5,248.359,155,245,5,2530
851958,4939,16577,208.5,222.359,205,220,5,3325
851959,4939,16611,253.5,197.359,250,195,5,4040
851960,4939,16677,226.5,219.359,225,215,5,3644
851961,4939,16694,193.5,247.359,190,245,5,3090
851962,4939,16727,175.5,267.359,175,265,5,2854
851963,4939,16794,211.5,242.359,210,240,5,3409
851964,4939,16811,258.5,217.359,255,215,5,4124
851965,4939,16828,270.5,211.359,270,210,5,4363
851966,4939,16895,245.5,230.359,245,230,5,3967
851967,4939,16911,200.5,261.359,200,260,5,3253
851968,4939,16928,194.5,268.359,190,265,5,3094
851969,4939,17028,208.5,254.359,205,250,5,3331
851970,4939,17044,210.5,252.359,210,250,5,3411
851971,4939,17111,187.5,270.359,185,270,5,3015
851972,4939,17128,183.5,278.359,180,275,5,2936
851973,4939,17145,182.5,280.359,180,280,5,2937
851974,4939,17228,189.5,280.359,185,280,5,3017
851975,4939,17245,229.5,262.359,225,260,5,3653
851976,4939,17262,259.5,250.359,255,250,5,4131
851977,4939,17278,263.5,248.359,260,245,5,4210
851978,4939,17345,250.5,255.359,250,255,5,4052
851979,4939,17379,197.5,288.359,195,285,5,3178
851980,4939,17396,195.5,290.359,195,290,5,3179
851981,4939,17480,245.5,260.359,245,260,5,3973
851982,4939,17495,287.5,235.359,285,235,5,4608
851983,4939,17513,301.5,226.359,300,225,5,4846
851984,4939,17595,298.5,227.359,295,225,5,4766
851985,4939,17612,256.5,256.359,255,255,5,4132
851986,4939,17629,200.5,288.359,200,285,5,3258
851987,4939,17646,171.5,307.359,170,305,5,2782
851988,4939,17662,167.5,310.359,165,310,5,2703
851989,4939,17729,168.5,309.359,165,305,5,2702
851990,4939,17779,253.5,236.359,250,235,5,4048
851991,4939,17796,255.5,234.359,255,230,5,4127
851992,4939,17863,219.5,281.359,215,280,5,3497
851993,4939,17880,170.5,345.359,170,345,5,2790
851994,4939,17896,161.5,361.359,160,360,5,2633
851995,4939,17913,161.5,365.359,160,365,5,2634
851996,4939,17963,182.5,369.359,180,365,5,2954
851997,4939,17979,240.5,357.359,240,355,5,3912
851998,4939,17996,310.5,327.359,310,325,5,5026
851999,4939,18013,345.5,305.359,345,305,5,5582
852000,4939,18030,350.5,295.359,350,295,5,5660
852001,4939,18046,350.5,291.359,350,290,5,5659
852002,4939,18063,350.5,288.359,350,285,5,5658
852003,4939,18079,347.5,288.359,345,285,5,5578
852004,4939,18096,323.5,296.359,320,295,5,5180
852005,4939,18113,272.5,325.359,270,325,5,4386
852006,4939,18130,230.5,350.359,230,350,5,3751
852007,4939,18146,214.5,360.359,210,360,5,3433
852008,4939,18230,215.5,355.359,215,355,5,3512
852009,4939,18247,248.5,332.359,245,330,5,3987
852010,4939,18265,289.5,297.359,285,295,5,4620
852011,4939,18280,297.5,282.359,295,280,5,4777
852012,4939,18296,299.5,276.359,295,275,5,4776
852013,4939,18347,275.5,281.359,275,280,5,4457
852014,4939,18363,210.5,311.359,210,310,5,3423
852015,4939,18381,157.5,333.359,155,330,5,2547
852016,4939,18397,144.5,339.359,140,335,5,2308
852017,4939,18463,146.5,339.359,145,335,5,2388
852018,4939,18480,173.5,330.359,170,330,5,2787
852019,4939,18497,197.5,317.359,195,315,5,3184
852020,4939,18514,201.5,314.359,200,310,5,3263
852021,4939,18631,197.5,320.359,195,320,5,3185
852022,4939,18647,203.5,330.359,200,330,5,3267
852023,4939,18664,232.5,332.359,230,330,5,3747
852024,4939,18681,288.5,328.359,285,325,5,4626
852025,4939,18697,307.5,322.359,305,320,5,4945
852026,4939,18781,241.5,315.359,240,315,5,3904
852027,4939,18798,157.5,313.359,155,310,5,2543
852028,4939,18814,129.5,313.359,125,310,5,2063
852029,4939,18864,139.5,303.359,135,300,5,2221
852030,4939,18897,271.5,265.359,270,265,5,4374
852031,4939,18914,306.5,261.359,305,260,5,4933
852032,4939,18998,271.5,278.359,270,275,5,4376
852033,4939,19015,194.5,315.359,190,315,5,3104
852034,4939,19032,148.5,341.359,145,340,5,2389
852035,4939,19098,159.5,336.359,155,335,5,2548
852036,4939,19115,201.5,319.359,200,315,5,3264
852037,4939,19131,239.5,301.359,235,300,5,3821
852038,4939,19148,248.5,294.359,245,290,5,3979
852039,4939,37127,212.5,45.3594,210,45,5,3370
852040,4939,37195,212.5,50.3594,210,50,5,3371
852041,4939,37212,212.5,66.3594,210,65,5,3374
852042,4939,37229,206.5,95.3594,205,95,5,3300
852043,4939,37245,192.5,142.359,190,140,5,3069
852044,4939,37262,181.5,187.359,180,185,5,2918
852045,4939,37279,178.5,213.359,175,210,5,2843
852046,4939,37295,178.5,224.359,175,220,5,2845
852047,4939,37312,179.5,225.359,175,225,5,2846
852048,4939,37329,180.5,225.359,180,225,5,2926
852049,4939,37345,197.5,214.359,195,210,5,3163
852050,4939,37379,234.5,139.359,230,135,5,3708
852051,4939,37396,237.5,112.359,235,110,5,3783
852052,4939,37413,233.5,89.3594,230,85,5,3698
852053,4939,37429,219.5,69.3594,215,65,5,3454
852054,4939,37447,203.5,59.3594,200,55,5,3212
852055,4939,37463,189.5,56.3594,185,55,5,2972
852056,4939,37479,174.5,61.3594,170,60,5,2733
852057,4939,37496,148.5,104.359,145,100,5,2341
852058,4939,37512,137.5,139.359,135,135,5,2188
852059,4939,37529,134.5,169.359,130,165,5,2114
852060,4939,37546,139.5,188.359,135,185,5,2198
852061,4939,37563,148.5,196.359,145,195,5,2360
852062,4939,37579,169.5,199.359,165,195,5,2680
852063,4939,37595,221.5,192.359,220,190,5,3559
852064,4939,37613,276.5,163.359,275,160,5,4433
852065,4939,37629,300.5,134.359,300,130,5,4827
852066,4939,37646,302.5,112.359,300,110,5,4823
852067,4939,37663,294.5,86.3594,290,85,5,4658
852068,4939,37679,282.5,75.3594,280,75,5,4496
852069,4939,37696,263.5,68.3594,260,65,5,4174
852070,4939,37713,235.5,67.3594,235,65,5,3774
852071,4939,37729,184.5,75.3594,180,75,5,2896
852072,4939,37746,129.5,112.359,125,110,5,2023
852073,4939,37779,88.5,168.359,85,165,5,1394
852074,4939,37796,88.5,173.359,85,170,5,1395
852075,4939,37813,94.5,178.359,90,175,5,1476
852076,4939,37830,132.5,179.359,130,175,5,2116
852077,4939,37846,204.5,173.359,200,170,5,3235
852078,4939,37929,225.5,137.359,225,135,5,3628
852079,4939,38064,265.5,103.359,265,100,5,4261
852080,4939,38080,272.5,95.3594,270,95,5,4340
852081,4939,38097,272.5,92.3594,270,90,5,4339
852082,4939,38130,268.5,91.3594,265,90,5,4259
852083,4939,38146,250.5,99.3594,250,95,5,4020
852084,4939,38180,168.5,160.359,165,160,5,2673
852085,4939,38197,152.5,176.359,150,175,5,2436
852086,4939,38230,156.5,179.359,155,175,5,2516
852087,4939,38247,164.5,179.359,160,175,5,2596
852088,4939,38264,219.5,146.359,215,145,5,3470
852089,4939,38280,278.5,96.3594,275,95,5,4420
852090,4939,38297,313.5,58.3594,310,55,5,4972
852091,4939,38314,320.5,43.3594,320,40,5,5129
852092,4939,38347,319.5,42.3594,315,40,5,5049
852093,4939,38381,303.5,51.3594,300,50,5,4811
852094,4939,38398,272.5,74.3594,270,70,5,4335
852095,4939,38415,217.5,111.359,215,110,5,3463
852096,4939,38431,168.5,144.359,165,140,5,2669
852097,4939,38514,147.5,152.359,145,150,5,2351
852098,4939,38531,188.5,108.359,185,105,5,2982
852099,4939,38547,246.5,62.3594,245,60,5,3933
852100,4939,38564,278.5,32.3594,275,30,5,4407
852101,4939,38581,281.5,28.3594,280,25,5,4486
852102,4939,38631,261.5,42.3594,260,40,5,4169
852103,4939,38648,210.5,90.3594,210,90,5,3379
852104,4939,38731,199.5,102.359,195,100,5,3141
852105,4939,38748,214.5,86.3594,210,85,5,3378
852106,4939,38765,236.5,61.3594,235,60,5,3773
852107,4939,38781,242.5,54.3594,240,50,5,3851
852108,4939,38815,238.5,59.3594,235,55,5,3772
852109,4939,38832,227.5,77.3594,225,75,5,3616
852110,4939,38849,219.5,91.3594,215,90,5,3459
852111,4939,38915,224.5,88.3594,220,85,5,3538
852112,4939,38932,232.5,78.3594,230,75,5,3696
852113,4939,39000,237.5,53.3594,235,50,5,3771
852114,4939,39016,219.5,70.3594,215,70,5,3455
852115,4939,39032,198.5,88.3594,195,85,5,3138
852116,4939,39050,180.5,105.359,180,105,5,2902
852117,4939,39066,169.5,113.359,165,110,5,2663
852118,4939,39132,171.5,99.3594,170,95,5,2740
852119,4939,39150,172.5,84.3594,170,80,5,2737
852120,4939,39166,172.5,78.3594,170,75,5,2736
852121,4939,39216,169.5,93.3594,165,90,5,2659
852122,4939,39233,162.5,108.359,160,105,5,2582
852123,4939,39250,161.5,112.359,160,110,5,2583
852124,4939,39283,167.5,107.359,165,105,5,2662
852125,4939,39417,228.5,41.3594,225,40,5,3609
852126,4939,39434,192.5,98.3594,190,95,5,3060
852127,4939,39450,157.5,152.359,155,150,5,2511
852128,4939,39468,143.5,179.359,140,175,5,2276
852129,4939,39484,141.5,180.359,140,180,5,2277
852130,4939,39566,154.5,144.359,150,140,5,2429
852131,4939,39583,162.5,120.359,160,120,5,2585
852132,4939,39599,169.5,98.3594,165,95,5,2660
852133,4939,39649,171.5,86.3594,170,85,5,2738
852134,4939,39666,157.5,128.359,155,125,5,2506
852135,4939,39683,141.5,186.359,140,185,5,2278
852136,4939,39767,139.5,210.359,135,210,5,2203
852137,4939,39833,158.5,119.359,155,115,5,2504
852138,4939,39849,158.5,107.359,155,105,5,2502
852139,4939,39899,154.5,128.359,150,125,5,2426
852140,4939,39933,140.5,205.359,140,205,5,2282
852141,4939,39950,135.5,220.359,135,220,5,2205
852142,4939,40050,145.5,138.359,145,135,5,2348
852143,4939,40066,145.5,109.359,145,105,5,2342
852144,4939,40116,144.5,106.359,140,105,5,2262
852145,4939,40133,138.5,146.359,135,145,5,2190
852146,4939,40150,132.5,185.359,130,185,5,2118
852147,4939,40216,129.5,186.359,125,185,5,2038
852148,4939,40250,131.5,132.359,130,130,5,2107
852149,4939,40268,131.5,123.359,130,120,5,2105
852150,4939,40334,131.5,163.359,130,160,5,2113
852151,4939,40367,131.5,200.359,130,200,5,2121
852152,4939,40467,143.5,149.359,140,145,5,2270
852153,4939,40500,153.5,111.359,150,110,5,2423
852154,4939,40534,153.5,120.359,150,120,5,2425
852155,4939,40551,153.5,151.359,150,150,5,2431
852156,4939,40568,153.5,203.359,150,200,5,2441
852157,4939,40584,153.5,221.359,150,220,5,2445
852158,4939,40617,155.5,222.359,155,220,5,2525
852159,4939,40634,159.5,210.359,155,210,5,2523
852160,4939,40651,164.5,190.359,160,190,5,2599
852161,4939,40684,170.5,146.359,170,145,5,2750
852162,4939,40701,176.5,115.359,175,115,5,2824
852163,4939,40717,182.5,94.3594,180,90,5,2899
852164,4939,40751,182.5,97.3594,180,95,5,2900
852165,4939,40767,178.5,156.359,175,155,5,2832
852166,4939,40784,176.5,198.359,175,195,5,2840
852167,4939,40801,173.5,221.359,170,220,5,2765
852168,4939,40867,173.5,203.359,170,200,5,2761
852169,4939,40901,176.5,175.359,175,175,5,2836
852170,4939,40934,182.5,144.359,180,140,5,2909
852171,4939,40967,182.5,157.359,180,155,5,2912
852172,4939,41001,182.5,224.359,180,220,5,2925
852173,4939,41018,182.5,237.359,180,235,5,2928
852174,4939,41068,186.5,232.359,185,230,5,3007
852175,4939,41084,187.5,222.359,185,220,5,3005
852176,4939,41118,193.5,178.359,190,175,5,3076
852177,4939,41135,203.5,118.359,200,115,5,3224
852178,4939,41151,209.5,64.3594,205,60,5,3293
852179,4939,41168,210.5,58.3594,210,55,5,3372
852180,4939,41184,210.5,61.3594,210,60,5,3373
852181,4939,41201,206.5,105.359,205,105,5,3302
852182,4939,41218,195.5,173.359,195,170,5,3155
852183,4939,41235,187.5,236.359,185,235,5,3008
852184,4939,41251,186.5,261.359,185,260,5,3013
852185,4939,41301,188.5,258.359,185,255,5,3012
852186,4939,41335,188.5,202.359,185,200,5,3001
852187,4939,41385,196.5,78.3594,195,75,5,3136
852188,4939,41418,196.5,80.3594,195,80,5,3137
852189,4939,41435,192.5,122.359,190,120,5,3065
852190,4939,41452,191.5,174.359,190,170,5,3075
852191,4939,41468,191.5,211.359,190,210,5,3083
852192,4939,41485,191.5,219.359,190,215,5,3084
852193,4939,41535,196.5,209.359,195,205,5,3162
852194,4939,41552,196.5,188.359,195,185,5,3158
852195,4939,41585,199.5,148.359,195,145,5,3150
852196,4939,41635,201.5,133.359,200,130,5,3227
852197,4939,41652,187.5,186.359,185,185,5,2998
852198,4939,41669,174.5,247.359,170,245,5,2770
852199,4939,41685,166.5,287.359,165,285,5,2698
852200,4939,41702,165.5,292.359,165,290,5,2699
852201,4939,41769,166.5,259.359,165,255,5,2692
852202,4939,41819,179.5,142.359,175,140,5,2829
852203,4939,41836,180.5,129.359,180,125,5,2906
852204,4939,41886,177.5,185.359,175,185,5,2838
852205,4939,41903,167.5,245.359,165,245,5,2690
852206,4939,41919,161.5,286.359,160,285,5,2618
852207,4939,41986,168.5,295.359,165,295,5,2700
852208,4939,42003,170.5,281.359,170,280,5,2777
852209,4939,42019,176.5,257.359,175,255,5,2852
852210,4939,42054,197.5,131.359,195,130,5,3147
852211,4939,42069,201.5,108.359,200,105,5,3222
852212,4939,42120,195.5,181.359,195,180,5,3157
852213,4939,42136,184.5,273.359,180,270,5,2935
852214,4939,42169,168.5,379.359,165,375,5,2716
852215,4939,42186,168.5,381.359,165,380,5,2717
852216,4939,42220,171.5,372.359,170,370,5,2795
852217,4939,42236,174.5,351.359,170,350,5,2791
852218,4939,42254,176.5,326.359,175,325,5,2866
852219,4939,42270,181.5,296.359,180,295,5,2940
852220,4939,42286,182.5,290.359,180,290,5,2939
852221,4939,42303,182.5,289.359,180,285,5,2938
852222,4939,42354,182.5,312.359,180,310,5,2943
852223,4939,42371,177.5,342.359,175,340,5,2869
852224,4939,42387,177.5,356.359,175,355,5,2872
852225,4939,42437,184.5,344.359,180,340,5,2949
852226,4939,42454,189.5,329.359,185,325,5,3026
852227,4939,42470,194.5,311.359,190,310,5,3103
852228,4939,42487,196.5,306.359,195,305,5,3182
852229,4939,42553,191.5,322.359,190,320,5,3105
852230,4939,42570,189.5,336.359,185,335,5,3028
852231,4939,42637,189.5,334.359,185,330,5,3027
852232,4939,42671,200.5,280.359,200,280,5,3257
852233,4939,42770,180.5,351.359,180,350,5,2951
852234,4939,42787,179.5,354.359,175,350,5,2871
852235,4939,42871,193.5,336.359,190,335,5,3108
852236,4939,42904,212.5,295.359,210,295,5,3420
852237,4939,42921,224.5,265.359,220,265,5,3574
852238,4939,42971,221.5,288.359,220,285,5,3578
852239,4939,42987,202.5,348.359,200,345,5,3270
852240,4939,43004,188.5,397.359,185,395,5,3040
852241,4939,43088,191.5,391.359,190,390,5,3119
852242,4939,43104,202.5,367.359,200,365,5,3274
852243,4939,43121,209.5,353.359,205,350,5,3351
852244,4939,43138,211.5,350.359,210,350,5,3431
852245,4939,43288,231.5,319.359,230,315,5,3744
852246,4939,43305,249.5,279.359,245,275,5,3976
852247,4939,43322,254.5,267.359,250,265,5,4054
852248,4939,43372,254.5,283.359,250,280,5,4057
852249,4939,43389,245.5,324.359,245,320,5,3985
852250,4939,43406,234.5,367.359,230,365,5,3754
852251,4939,43538,225.5,377.359,225,375,5,3676
852252,4939,43555,228.5,364.359,225,360,5,3673
852253,4939,43572,231.5,355.359,230,355,5,3752
852254,4939,43589,241.5,332.359,240,330,5,3907
852255,4939,43606,250.5,306.359,250,305,5,4062
852256,4939,43639,250.5,316.359,250,315,5,4064
852257,4939,43655,236.5,381.359,235,380,5,3837
852258,4939,43789,229.5,392.359,225,390,5,3679
852259,4939,43806,237.5,364.359,235,360,5,3833
852260,4939,43823,258.5,293.359,255,290,5,4139
852261,4939,43839,265.5,267.359,265,265,5,4294
852262,4939,43872,265.5,277.359,265,275,5,4296
852263,4939,43906,220.5,381.359,220,380,5,3597
852264,4939,44040,208.5,383.359,205,380,5,3357
852265,4939,44056,223.5,332.359,220,330,5,3587
852266,4939,44073,232.5,297.359,230,295,5,3740
852267,4939,44140,232.5,313.359,230,310,5,3743
852268,4939,44156,225.5,337.359,225,335,5,3668
852269,4939,44173,217.5,362.359,215,360,5,3513
852270,4939,44190,215.5,371.359,215,370,5,3515
852271,4939,44257,224.5,329.359,220,325,5,3586
852272,4939,44273,236.5,297.359,235,295,5,3820
852273,4939,44290,243.5,280.359,240,280,5,3897
852274,4939,44306,243.5,277.359,240,275,5,3896
852275,4939,44356,243.5,287.359,240,285,5,3898
852276,4939,44391,222.5,342.359,220,340,5,3589
852277,4939,44407,206.5,379.359,205,375,5,3356
852278,4939,44424,203.5,387.359,200,385,5,3278
852279,4939,44440,202.5,391.359,200,390,5,3279
852280,4939,44490,204.5,379.359,200,375,5,3276
852281,4939,44507,211.5,358.359,210,355,5,3432
852282,4939,44640,226.5,333.359,225,330,5,3667
852283,4939,44657,217.5,350.359,215,350,5,3511
852284,4939,44757,219.5,347.359,215,345,5,3510
852285,4939,44791,223.5,324.359,220,320,5,3585
852286,4939,44807,224.5,313.359,220,310,5,3583
852287,4939,44874,208.5,346.359,205,345,5,3350
852288,4939,44891,197.5,369.359,195,365,5,3194
852289,4939,44907,196.5,374.359,195,370,5,3195
852290,4939,44991,202.5,356.359,200,355,5,3272
852291,4939,45007,212.5,335.359,210,335,5,3428
852292,4939,45024,218.5,315.359,215,315,5,3504
852293,4939,45041,221.5,309.359,220,305,5,3582
852294,4939,45108,211.5,327.359,210,325,5,3426
852295,4939,45124,199.5,346.359,195,345,5,3190
852296,4939,45141,195.5,355.359,195,355,5,3192
852297,4939,45241,195.5,350.359,195,350,5,3191
852298,4939,45291,196.5,339.359,195,335,5,3188
852299,4939,45358,189.5,347.359,185,345,5,3030
852300,4939,45375,182.5,361.359,180,360,5,2953
852301,4939,45442,191.5,347.359,190,345,5,3110
852302,4939,45458,207.5,321.359,205,320,5,3345
852303,4939,45475,224.5,295.359,220,295,5,3580
852304,4939,45492,228.5,289.359,225,285,5,3658
852305,4939,45575,204.5,343.359,200,340,5,3269
852306,4939,45709,214.5,347.359,210,345,5,3430
852307,4939,45826,170.5,386.359,170,385,5,2798
852308,4939,45943,169.5,392.359,165,390,5,2719
852309,4939,45959,187.5,369.359,185,365,5,3034
852310,4939,45976,226.5,324.359,225,320,5,3665
852311,4939,46009,240.5,295.359,240,295,5,3900
852312,4939,46076,226.5,317.359,225,315,5,3664
852313,4939,46093,205.5,342.359,205,340,5,3349
852314,4939,46110,189.5,361.359,185,360,5,3033
852315,4939,46210,191.5,354.359,190,350,5,3111
852316,4939,46226,206.5,335.359,205,335,5,3348
852317,4939,46260,235.5,293.359,235,290,5,3819
852318,4939,46327,229.5,298.359,225,295,5,3660
852319,4939,46360,156.5,364.359,155,360,5,2553
852320,4939,46376,145.5,373.359,145,370,5,2395
852321,4939,46460,149.5,367.359,145,365,5,2394
852322,4939,46477,160.5,351.359,160,350,5,2631
852323,4939,46495,213.5,300.359,210,300,5,3421
852324,4939,46510,237.5,277.359,235,275,5,3816
852325,4939,46527,260.5,252.359,260,250,5,4211
852326,4939,46611,216.5,313.359,215,310,5,3503
852327,4939,46645,157.5,376.359,155,375,5,2556
852328,4939,46660,153.5,381.359,150,380,5,2477
852329,4939,46727,155.5,381.359,155,380,5,2557
852330,4939,46761,202.5,329.359,200,325,5,3266
852331,4939,46794,236.5,281.359,235,280,5,3817
852332,4939,46844,231.5,290.359,230,290,5,3739
852333,4939,46861,207.5,330.359,205,330,5,3347
852334,4939,46894,179.5,374.359,175,370,5,2875
852335,4939,46927,180.5,374.359,180,370,5,2955
852336,4939,47011,220.5,294.359,220,290,5,3579
852337,4939,47027,223.5,282.359,220,280,5,3577
852338,4939,47095,196.5,311.359,195,310,5,3183
852339,4939,47111,157.5,342.359,155,340,5,2549
852340,4939,47128,116.5,370.359,115,370,5,1915
852341,4939,47144,113.5,371.359,110,370,5,1835
852342,4939,47194,115.5,366.359,115,365,5,1914
852343,4939,47211,124.5,343.359,120,340,5,1989
852344,4939,47228,133.5,317.359,130,315,5,2144
852345,4939,47244,142.5,288.359,140,285,5,2298
852346,4939,47280,145.5,265.359,145,265,5,2374
852347,4939,47328,143.5,270.359,140,270,5,2295
852348,4939,47345,136.5,284.359,135,280,5,2217
852349,4939,47378,123.5,311.359,120,310,5,1983
852350,4939,47395,123.5,315.359,120,315,5,1984
852351,4939,47462,135.5,294.359,135,290,5,2219
852352,4939,47478,154.5,266.359,150,265,5,2454
852353,4939,47495,170.5,243.359,170,240,5,2769
852354,4939,47595,161.5,255.359,160,255,5,2612
852355,4939,47612,126.5,305.359,125,305,5,2062
852356,4939,47628,97.5,346.359,95,345,5,1590
852357,4939,47645,86.5,367.359,85,365,5,1434
852358,4939,47662,84.5,373.359,80,370,5,1355
852359,4939,47712,88.5,356.359,85,355,5,1432
852360,4939,47729,104.5,332.359,100,330,5,1667
852361,4939,47745,130.5,289.359,130,285,5,2138
852362,4939,47763,161.5,243.359,160,240,5,2609
852363,4939,47846,163.5,253.359,160,250,5,2611
852364,4939,47862,151.5,282.359,150,280,5,2457
852365,4939,47879,139.5,309.359,135,305,5,2222
852366,4939,47896,131.5,328.359,130,325,5,2146
852367,4939,47979,145.5,301.359,145,300,5,2381
852368,4939,48096,169.5,261.359,165,260,5,2693
852369,4939,48129,122.5,338.359,120,335,5,1988
852370,4939,48146,113.5,353.359,110,350,5,1831
852371,4939,48213,119.5,339.359,115,335,5,1908
852372,4939,48246,153.5,289.359,150,285,5,2458
852373,4939,48264,206.5,212.359,205,210,5,3323
852374,4939,48347,205.5,239.359,205,235,5,3328
852375,4939,48363,199.5,267.359,195,265,5,3174
852376,4939,48381,192.5,289.359,190,285,5,3098
852377,4939,48398,189.5,295.359,185,295,5,3020
852378,4939,48463,191.5,290.359,190,290,5,3099
852379,4939,48497,217.5,231.359,215,230,5,3487
852380,4939,48513,218.5,226.359,215,225,5,3486
852381,4939,48564,216.5,248.359,215,245,5,3490
852382,4939,48580,204.5,276.359,200,275,5,3256
852383,4939,48597,194.5,300.359,190,300,5,3101
852384,4939,48614,187.5,310.359,185,310,5,3023
852385,4939,48714,187.5,301.359,185,300,5,3021
852386,4939,48814,173.5,299.359,170,295,5,2780
852387,4939,48831,159.5,316.359,155,315,5,2544
852388,4939,48847,145.5,326.359,145,325,5,2386
852389,4939,48864,141.5,328.359,140,325,5,2306
852390,4939,48914,139.5,327.359,135,325,5,2226
852391,4939,48931,139.5,318.359,135,315,5,2224
852392,4939,48964,139.5,275.359,135,275,5,2216
852393,4939,48981,139.5,273.359,135,270,5,2215
852394,4939,49047,132.5,314.359,130,310,5,2143
852395,4939,49064,129.5,328.359,125,325,5,2066
852396,4939,49081,128.5,331.359,125,330,5,2067
852397,4939,49215,140.5,302.359,140,300,5,2301
852398,4939,49281,161.5,260.359,160,260,5,2613
852399,4939,49298,158.5,283.359,155,280,5,2537
852400,4939,49314,155.5,305.359,155,305,5,2542
852401,4939,49333,153.5,318.359,150,315,5,2464
852402,4939,49348,153.5,321.359,150,320,5,2465
852403,4939,49448,153.5,312.359,150,310,5,2463
852404,4939,49465,160.5,292.359,160,290,5,2619
852405,4939,49482,162.5,283.359,160,280,5,2617
852406,4939,49548,161.5,310.359,160,310,5,2623
